Geneid	ENCFF630HEX_Total_RNAseq_K562.bam
NDUFAF4P1	5
MIR4716	0
AC013452.1	0
RN7SL307P	0
FAM227B	151
AC022306.2	9
AC022306.3	2
AC022306.1	2
FGF7	1
DTWD1	614
AC025040.2	1
ATP8B4	242
AC025040.1	0
RNA5SP394	0
SLC27A2	1787
HDC	387
RN7SL494P	1
GABPB1	1526
RNU6-94P	3
GABPB1-IT1	507
GABPB1-AS1	1298
AC022087.1	0
MIR4712	0
AHCYP7	2
USP8	2584
RNA5SP395	0
AC012170.1	5
AC012170.3	0
AC012170.2	0
USP50	3
TRPM7	5161
AC084756.1	2
RN7SL354P	1
SPPL2A	1315
AC012100.3	16
AC012100.2	0
AC012100.1	0
AC021752.1	3
AP4E1	911
DCAF13P3	19
MIR4713HG	33
TNFAIP8L3	0
AC073964.1	0
CYP19A1	6
MIR4713	0
AC020891.3	0
MIR7973-2	0
MIR7973-1	0
AC020891.2	1
GLDN	32
AC020891.4	0
AC020891.1	0
AC066613.2	0
DMXL2	3884
AC066613.1	0
SCG3	921
AC020892.1	16
AC020892.2	1
LYSMD2	278
TMOD2	187
AC026770.1	3
TMOD3	3745
AC090971.5	0
AC090971.4	0
AC090971.2	0
RNU6-90P	4
AC090971.1	0
AC090971.3	8
LEO1	1216
MAPK6	6745
AC090970.2	22
AC090970.3	20
AC090970.1	6
AC023906.5	2
AC023906.2	0
AC023906.1	1
BCL2L10	0
GNB5	23
AC023906.3	0
AC023906.4	0
CERNA1	0
MYO5C	0
MIR1266	0
MYO5A	44
EEF1B2P1	0
ARPP19	3965
AC025917.1	0
FAM214A	184
AC009754.1	3
ONECUT1	0
AC016044.1	0
RPSAP55	1
EEF1A1P22	10
LINC02490	0
WDR72	3
RNU2-53P	0
RNU6-449P	0
AC084759.1	0
AC084759.3	0
AC084759.2	0
UNC13C	0
AC010867.1	0
HNRNPA1P74	0
AC025272.1	0
AC011912.1	109
RSL24D1	8189
RAB27A	1319
AC018926.2	46
PIGBOS1	569
PIGB	404
CCPG1	1037
AC018926.1	7
AC018926.3	19
DNAAF4-CCPG1	0
MIR628	4
C15orf65	41
DNAAF4	6
AC013355.1	0
PYGO1	2
PRTG	2
AC012378.1	0
AC009997.1	0
NEDD4	2353
CNOT6LP1	2
RN7SL568P	0
CD24P2	0
RFX7	340
AC084783.1	11
TEX9	89
AC068726.1	2
RNU6-1287P	0
HMGB1P33	0
AC084782.1	0
AC084782.2	4
MNS1	146
AC084782.3	0
AC090518.1	2
ZNF280D	539
AC090517.4	5
AC090517.2	26
AC090517.3	0
AC090517.1	0
AC010999.3	55
AC010999.2	10
AC010999.1	0
TCF12	2901
HNRNPA3P11	0
LINC00926	17
LINC01413	6
NDUFB10P1	0
CGNL1	0
RNU6-844P	0
AC025271.3	0
AC025271.2	0
AC025271.4	0
AC025271.1	0
GCOM1	0
MYZAP	0
POLR2M	619
AC090651.1	9
ALDH1A2	12587
AC012653.1	39
AC012653.2	96
AC025431.1	3
AQP9	4
MTCO3P23	0
MTND3P12	0
AC066616.2	0
MTND5P32	0
MTCYBP23	0
AC066616.1	0
LIPC	16
LIPC-AS1	0
AC084781.1	0
AC084781.2	0
AC018904.2	0
AC018904.1	0
ADAM10	4396
HMGB1P51	0
AC091046.1	0
HSP90AB4P	16
RN7SKP95	2
AC091046.2	0
AC090515.3	0
AC090515.2	32
MINDY2	1346
AC090515.5	1
AC090515.4	0
ZNF444P1	1
RNF111	435
AC090515.1	1
SLTM	5186
AC025918.1	0
AC025918.2	0
AC092757.1	0
CCNB2	3322
AC092757.3	1
AC092757.2	14
MYO1E	1
MIR2116	0
LDHAL6B	0
RNU4-80P	0
AC092756.1	0
RNU6-212P	0
AC092868.2	0
FAM81A	0
AC092868.3	0
AC092868.1	0
AC092754.2	0
AC092754.1	0
RNA5SP396	0
GCNT3	3
GTF2A2	1786
AC092755.1	11
BNIP2	2912
PIGHP1	0
AC092755.2	6
RPS3AP6	43
AC092079.1	0
NMNAT1P5	0
FOXB1	1
MESTP2	0
AC009654.1	1
ANXA2	7833
AC087385.1	0
AC087385.2	3
AC087385.3	0
ICE2	2332
RORA-AS1	33
RORA	0
AC107241.1	3
CYCSP38	1
AC009560.1	0
RORA-AS2	0
RNA5SP397	0
AC022898.1	0
AC022898.2	0
AC012404.1	0
AC012404.2	0
AC107905.1	0
AC104574.2	0
AC104574.1	0
AC018618.1	0
AC018618.2	0
LINC02349	0
AC009554.1	0
VPS13C	5048
AC104590.1	0
C2CD4A	3
NPM1P47	0
C2CD4B	1
AC126323.2	0
AC126323.1	110
AC126323.3	1
GOLGA2P11	53
AC126323.4	5
AC126323.6	0
AC126323.5	0
MIR8067	0
MIR6085	0
HMGN1P26	0
AC032011.1	2
TLN2	41
AC100839.1	0
AC100839.2	0
MIR190A	0
AC103740.1	0
AC103740.2	0
AC079328.1	0
TPM1	1394
TPM1-AS	15
AC079328.2	0
AC087612.1	0
LACTB	394
RPS27L	1553
RAB8B	1761
APH1B	740
CA12	23
LINC02568	9
AC007950.1	0
AC007950.2	1
USP3	2066
USP3-AS1	7
FBXL22	0
HERC1	12123
AC073167.1	1
MIR422A	1
AC015914.2	0
DAPK2	136
AC015914.1	0
FAM96A	3203
SNX1	1186
SNX22	91
PPIB	9454
CSNK1G1	758
AC087632.1	9
PCLAF	432
TRIP4	210
ZNF609	2101
AC091231.1	3
GAPDHP61	1
AC090543.2	5
AC090543.1	0
RNU6-549P	0
OAZ2	385
AC100830.3	6
AC100830.2	1
AC100830.1	0
RBPMS2	8
MIR1272	0
PIF1	545
AC069368.1	1
PLEKHO2	404
ANKDD1A	24
AC103691.2	0
AC103691.1	0
SPG21	1398
MTFMT	478
AC013553.2	0
SLC51B	1
AC013553.3	0
RASL12	0
KBTBD13	0
AC013553.4	0
UBAP1L	36
AC013553.1	0
PDCD7	1118
CLPX	2473
CILP	29
AC068213.1	0
RNU6-686P	0
PARP16	184
SNORA24B	1
RNU5A-1	618
AC105129.2	0
RNU5B-1	291
IGDCC3	0
IGDCC4	8
DPP8	1449
AC105129.3	0
AC105129.1	12
HACD3	6159
RNU6-19P	0
INTS14	2042
SLC24A1	271
AC011939.3	4
DENND4A	1696
SNORD13E	5
MIR4511	0
RAB11A	4819
AC011939.2	20
AC011939.1	18
HNRNPA1P44	0
MEGF11	6
MIR4311	0
AC055855.2	0
DIS3L	1235
AC055855.1	7
TIPIN	1114
SCARNA14	3
RPL9P25	0
MAP2K1	1691
ATP5MFP6	0
RPL35AP32	0
AC116913.1	85
SNAPC5	1466
MIR4512	7
RPL4	61471
SNORD18C	0
RF01159	0
SNORD18B	0
SNORD16	0
SNORD18A	0
ZWILCH	2332
LCTL	0
LINC01169	222
SMAD6	220
AC013564.1	5
AC110048.1	0
AC110048.2	0
AC093334.1	0
LINC02206	0
AC087482.1	6
HMGN2P47	0
SMAD3	858
AC012568.1	0
AAGAB	4002
RPS24P16	0
IQCH	118
IQCH-AS1	98
C15orf61	301
AC016355.1	40
MAP2K5	166
HNRNPA1P5	4
SKOR1	13
AC009292.2	0
AC009292.1	0
RNU6-1	9
AC022254.1	0
AC135628.1	0
PIAS1	813
AC107871.1	128
CALML4	34
CLN6	676
HMGN2P40	0
AC107871.2	2
FEM1B	2239
ITGA11	0
CORO2B	0
CARSP1	0
ANP32A	5195
MIR4312	3
SPESP1	0
AC087639.1	0
AC027088.1	0
NOX5	2
AC027088.4	0
AC027088.3	2
EWSAT1	0
AC027088.2	0
GLCE	927
AC026992.2	0
AC026992.1	1
PAQR5	1
AC027237.4	0
AC027237.3	4
KIF23	1922
AC027237.1	0
RPLP1	13901
AC027237.2	5
DRAIC	20
AC100826.1	0
AC021818.2	0
AC021818.1	0
TLE3	1008
MIR629	1
RNU6-745P	0
AC026583.1	0
AC048383.1	0
LINC02205	0
LINC02204	5
AC087699.1	0
SALRNA3	0
SALRNA2	0
UACA	9
AC009269.2	0
AC009269.5	0
AC009269.3	0
AC009269.1	0
RPL29P30	0
LARP6	0
AC009269.4	0
LRRC49	1
KRT8P9	1
THAP10	2
RPL5P3	1
THSD4	13
CT62	1
THSD4-AS1	0
HMGB1P6	258
AC064799.1	6
AC064799.2	1
AC108861.1	0
NR2E3	0
AC104938.1	0
MYO9A	1187
RNA5SP399	0
AC022872.1	0
EIF5A2P1	0
RNU2-65P	0
SENP8	73
AC020779.1	1
AC020779.2	0
GRAMD2A	4
PKM	20235
PARP6	1071
AC009690.3	0
AC009690.2	0
CELF6	0
AC009690.1	1
HEXA	1826
HEXA-AS1	20
RPL12P35	3
TMEM202	0
TMEM202-AS1	25
PHBP20	0
AC079322.1	2
ARIH1	2357
MIR630	0
AC100827.3	0
AC100827.5	0
AC100827.2	4
LINC02259	1
AC100827.4	1
AC100827.1	0
GOLGA6B	0
RN7SL853P	0
HIGD2B	3
AC009712.1	0
BBS4	1350
ADPGK	2259
ADPGK-AS1	10
NPM1P42	0
NEO1	248
FKBP1AP2	0
NPM1P43	0
AC068397.1	0
HCN4	0
AC068397.2	0
REC114	0
MRPS15P1	1
NPTN	1029
NPTN-IT1	48
CD276	64
AC022188.1	2
C15orf59	0
C15orf59-AS1	0
AC018943.1	0
TBC1D21	0
LOXL1-AS1	11
LOXL1	1
STOML1	332
PML	463
DNM1P33	0
GOLGA6A	0
RN7SL429P	0
AC010931.1	0
ISLR2	0
AC010931.2	0
AC010931.3	0
ISLR	0
STRA6	10
CCDC33	0
AC023300.3	0
AC023300.1	0
AC023300.2	0
CYP11A1	4
PPIAP46	9
AC090826.1	0
AC090826.2	0
LINC02255	0
SEMA7A	288
MIR6881	0
UBL7	796
UBL7-AS1	330
AC012435.1	13
AC012435.2	10
ARID3B	262
CLK3	1250
AC100835.2	0
AC100835.1	2
EDC3	682
CYP1A1	4
CYP1A2	0
CSK	723
MIR4513	0
LMAN1L	0
AC091230.1	0
CPLX3	0
ULK3	1143
MIR6882	2
SCAMP2	860
MPI	1048
FAM219B	1737
COX5A	2768
RPP25	308
SCAMP5	2
AC015720.2	0
AC015720.1	0
PPCDC	406
AC113208.1	0
RPL36AP45	0
C15orf39	205
AC113208.3	0
AC113208.2	0
AC068338.1	0
NIFKP4	0
GOLGA6C	0
RN7SL489P	0
GOLGA6D	0
RN7SL327P	0
DNM1P34	0
ANP32BP1	0
COMMD4	1473
AC068338.3	6
NEIL1	57
MIR631	3
MAN2C1	1710
AC068338.2	74
SIN3A	1576
RPL13P4	0
AC105137.1	0
AC105137.2	57
PTPN9	1159
AC105036.2	0
AC105036.1	3
AC105036.3	20
SNUPN	865
AC105020.3	2
AC105020.2	0
IMP3	2960
AC105020.6	12
AC105020.5	0
SNX33	990
CSPG4	8
AC105020.4	6
AC105020.1	9
ODF3L1	1
DNM1P35	4
AC019294.2	9
PPIAP47	1
AC019294.3	1
MIR4313	0
AC019294.1	0
RN7SL319P	0
DNM1P49	0
UBE2Q2	995
RN7SL510P	1
FBXO22	2728
NRG4	17
AC027104.1	0
TMEM266	0
AC091100.1	0
ETFA	6328
TYRO3P	23
ISL2	334
AC027243.1	0
AC027243.2	12
SCAPER	286
AC090751.1	1
MIR3713	0
RN7SKP217	2
RCN2	1021
RN7SL278P	1
KRT8P23	0
PSTPIP1	0
TSPAN3	2166
AC090181.1	0
AC090181.3	23
AC090181.2	57
PEAK1	571
AC087465.1	0
AC060773.1	0
HMG20A	1823
AC090984.1	0
AC046168.1	0
AC046168.2	0
LINGO1	41
LINGO1-AS1	0
LINGO1-AS2	0
AC105133.2	0
AC105133.1	0
CSPG4P13	0
AC104758.3	0
AC104758.4	0
RN7SL214P	0
AC104758.1	0
AC104758.5	0
ADAMTS7P3	0
TBC1D2B	626
AC104758.2	0
SH2D7	1
CIB2	381
IDH3A	1938
AC090260.1	1
ACSBG1	18
AC090607.3	0
DNAJA4	4
WDR61	2699
AC090607.4	2
AC090607.2	43
AC090607.1	0
AC090607.5	1
AC011270.2	0
CRABP1	0
AC011270.1	0
IREB2	2091
AC027228.1	0
HYKK	73
AC027228.3	0
PSMA4	9121
CHRNA5	200
AC027228.2	2
CHRNA3	0
AC067863.2	0
CHRNB4	2
AC067863.1	0
AC022748.2	0
RPL18P11	0
AC022748.3	0
AC022748.1	0
ADAMTS7	0
MORF4L1	2370
RPL21P116	0
RNU6-415P	0
AC011944.2	14
CTSH	4189
RASGRF1	1
AC011944.1	1
ANKRD34C-AS1	0
MIR184	0
HNRNPCP3	3
ANKRD34C	0
TMED3	2276
KIAA1024	64
AC023968.2	0
AC023968.1	0
AC026826.3	0
AC026826.1	0
AC026826.2	0
RNU6-667P	0
AC021483.1	4
MTHFS	95
AC021483.2	6
ST20-MTHFS	13
AC015871.4	5
ST20	101
AC015871.3	217
ST20-AS1	82
AC015871.1	0
BCL2A1	9
AC015871.2	0
AC015871.5	0
AC092701.1	0
ZFAND6	2098
FAH	3241
AC087761.1	4
CTXND1	0
LINC00927	0
AC016705.2	0
ARNT2	0
AC016705.1	0
AC108451.1	0
AC108451.2	0
MIR5572	0
RNU6-380P	0
ABHD17C	5
AC023302.1	1
CEMIP	0
MIR549A	0
AC027808.1	0
AC027808.2	2
MESD	1951
AC068870.1	2
MIR4514	1
AC068870.2	22
TLNRD1	716
CFAP161	736
AC068870.3	3
ANP32BP3	0
IL16	478
AC103858.1	0
STARD5	96
TMC3-AS1	58
TMC3	0
AC103858.2	11
KF456110.1	1
AC109809.1	1
AC060809.1	0
AC023034.1	0
AC023034.2	4
AC104041.1	30
AC025219.1	0
AC026956.1	0
MEX3B	501
LINC01583	16
EFL1	1052
RNU1-77P	1
SAXO2	101
ADAMTS7P1	0
GOLGA6L10	36
UBE2Q2P2	159
RPL9P9	1751
AC243919.1	0
GOLGA6L9	81
UBE2Q2P6	7
CSPG4P10	28
AC245033.3	0
GOLGA2P10	304
GOLGA6L17P	0
DNM1P38	1
AC245033.4	0
RPS17	1043
AC245033.1	1
AC245033.2	7
CPEB1	275
CPEB1-AS1	26
AP3B2	9
AC105339.4	0
AC105339.1	1
ACTG1P17	29
AC105339.5	0
AC105339.3	8
SNHG21	151
AC105339.2	184
FSD2	4
SCARNA15	0
WHAMM	321
HOMER2	6
AC022558.2	0
RAMMET	572
C15orf40	612
AC024270.4	2
BTBD1	4382
AC022558.3	4
AC022558.1	15
AC024270.2	0
AC024270.1	0
MIR4515	0
TM6SF1	192
HDGFL3	1190
AC024270.3	0
AC103876.1	3
BNC1	0
SH3GL3	398
ADAMTSL3	4
RNU6-401P	0
TUBAP4	0
RNU6-1339P	0
AC027807.2	0
AC027807.1	0
EFL1P1	16
DNM1P41	2
AC136698.1	0
UBE2Q2L	12
CSPG4P11	3
GOLGA2P7	36
RN7SL331P	0
GOLGA6L4	2
UBE2Q2P8	0
AC243562.2	0
RN7SL417P	0
AC243562.1	2
DNM1P51	26
CSPG4P5	0
UBE2Q2P11	3
AC243562.3	2
UBE2Q2P12	6
AC048382.4	0
AC048382.3	0
GOLGA6L5P	7
AC048382.2	3
UBE2Q2P1	133
LINC00933	13
AC048382.5	8
ZSCAN2	216
AC048382.1	0
AC048382.6	9
SCAND2P	398
EGLN1P1	0
WDR73	1319
NMB	10
SEC11A	5458
AC115102.1	0
ZNF592	632
AC012291.1	5
ALPK3	8
SLC28A1	0
RNU6-339P	0
RNU6-796P	0
AC087468.1	0
PDE8A	995
AC044860.2	0
NIFKP8	0
CSPG4P12	9
AC044860.1	6
RN7SL428P	0
GOLGA6L3	0
ADAMTS7P4	0
AC044860.3	0
AKAP13	46
MIR7706	0
RNU7-79P	0
AC104046.1	0
AC087286.3	0
AC087286.2	0
AC087286.1	0
RNU6-1280P	0
AC087286.4	0
AC021739.4	0
AC021739.2	0
AC021739.5	0
AC021739.3	0
KLHL25	4
MIR1276	0
AC021739.1	0
RNU6-231P	0
MIR548AP	0
AC104229.1	0
LINC01584	0
AGBL1	1
RNA5SP400	0
AC016180.1	0
AGBL1-AS1	0
AC012229.1	0
AC016987.2	0
AC016987.1	0
AC078905.1	0
AC020687.1	186
RNU6-185P	3
LINC00052	5
NTRK3	1
MED28P6	0
NTRK3-AS1	0
MRPL46	418
AC013489.1	0
MRPS11	1130
AC013489.3	0
DET1	223
AC013489.2	0
LINC01586	0
MIR1179	0
MIR7-2	0
MIR3529	0
AEN	2575
ISG20	20
AC103982.1	0
ACAN	1
HAPLN3	42
MFGE8	1714
AC067805.1	0
KRT18P47	0
AC107954.1	2
AC013565.2	0
AC013565.1	5
AC013565.3	5
ABHD2	6261
RNU7-195P	0
HMGB1P8	0
AC124068.1	4
RLBP1	0
FANCI	8453
POLG	2973
MIR6766	1
AC124068.2	36
AC133637.1	0
MIR9-3HG	6
MIR9-3	0
RHCG	1
LINC00928	0
AC013391.3	0
AC013391.2	4
TICRR	1044
AC013391.1	0
KIF7	50
PLIN1	0
PEX11A	0
RPL36AP43	0
WDR93	0
AC079075.1	0
RNU6-132P	0
MESP1	13
MRPL15P1	0
MESP2	11
ANPEP	138
AP3S2	378
C15orf38-AP3S2	0
MIR5094	1
AC027176.2	0
MIR5009	2
RNU6-1111P	1
ARPIN	0
RNU7-111P	0
AC027176.1	0
AC027176.3	0
ZNF710	298
MIR3174	2
AC087284.1	1
ZNF710-AS1	52
IDH2	3593
IDH2-DT	1
SEMA4B	422
RN7SL346P	0
RPS12P26	19
CIB1	1407
GDPGP1	73
AC091167.7	2
TTLL13P	0
AC091167.2	0
NGRN	1311
AC091167.6	0
AC091167.1	0
AC091167.3	0
AC091167.5	0
AC091167.4	0
GOLGA2P8	3
RN7SL736P	0
AC018946.2	0
GABARAPL3	0
ZNF774	71
NDUFA3P4	0
IQGAP1	7686
AC018946.1	0
CRTC3	642
AC103739.1	2
AC103739.2	1
CRTC3-AS1	27
HSPE1P3	5
AC021422.1	0
LINC01585	6
BLM	3038
AC124248.1	1
RN7SL363P	0
FURIN	2417
FES	50
MAN2A2	4001
AC068831.4	2
HDDC3	971
UNC45A	2523
AC068831.1	11
RCCD1	1512
PRC1	737
AC068831.7	718
PRC1-AS1	17
VPS33B	235
VPS33B-DT	8
AC068831.6	5
AC068831.2	0
AC068831.5	1
AC068831.3	0
SV2B	71
AC104035.1	0
AC107958.3	1
AC107958.2	0
AC107958.1	0
AC105109.1	0
SLCO3A1	0
AC116903.2	0
AC116903.1	0
DUXAP6	0
NPM1P5	5
ST8SIA2	0
ENO1P2	0
AC090985.1	0
C15orf32	0
LINC00930	0
AC091544.2	0
AC091544.4	0
AC091544.5	0
FAM174B	64
AC091544.3	1
AC091544.7	1
AC091544.6	0
HMGN1P38	7
H2AFVP1	8
AC091544.1	0
AC106028.1	0
AC106028.3	12
ASB9P1	0
AC106028.2	3
AC106028.4	0
AC106028.5	1
LINC01578	1199
AC013394.1	155
CHD2	3495
MIR3175	4
RGMA	0
AC087641.1	0
AC112693.3	0
AC112693.1	0
AC112693.2	0
AC091078.1	0
AC091078.3	0
AC091078.2	0
AC110023.1	0
LINC01579	0
AC103996.1	0
AC103996.3	0
LINC02207	0
AC103996.2	0
LINC01580	0
LINC01581	0
AC104390.1	0
AC110027.1	0
MCTP2	1
AC135626.1	0
AC009432.1	0
AC087633.2	230
AC107976.1	4
AC087633.1	0
AC087636.1	0
LINC01197	0
AC104260.1	0
AC104260.2	0
LINC00924	0
AC027013.1	0
AC015574.1	393
RNU2-3P	6
AC012409.2	2
AC024337.1	1
AC024337.2	13
NR2F2-AS1	390
AC012409.5	25
AC012409.3	3
AC012409.1	0
AC012409.4	0
LINC02157	0
AC016251.1	8
AC016251.2	5
NR2F2	337
MIR1469	0
AC103746.1	8
AC087477.2	17
AC087477.6	0
AC087477.5	0
AC087477.3	0
PGAM1P12	0
AC087477.1	0
AC087477.4	0
RN7SKP254	0
AC110588.1	1
FAM149B1P1	1
SPATA8-AS1	0
SPATA8	1
RN7SKP181	0
AC020704.1	0
LINC02253	0
RN7SL677P	0
LINC02254	0
RNA5SP401	0
AC026523.2	2
AC026523.1	3
LINC00923	229
AC024651.2	1
ARRDC4	1309
AC024651.1	1
LINC02251	0
AC022523.1	0
RNU6-1186P	0
LINC01582	4
AC022523.2	0
AC022523.3	0
AC015722.1	0
AC015722.2	0
LINC02351	0
FAM169B	0
AC103968.1	0
AC118658.1	1
IGF1R	125
AC118658.2	2
MIR4714	2
AC069029.1	0
AC036108.1	0
PGPEP1L	12
AC036108.4	0
SYNM	11
AC036108.2	0
TTC23	167
AC036108.3	0
AC022819.1	0
LRRC28	133
HSP90B2P	19
HNRNPA1P62	0
AC037479.1	3
AC015660.2	2
AC015660.3	1
AC015660.4	0
AC015660.1	0
AC015660.5	0
RPL7P5	0
MEF2A	402
LYSMD4	120
DNM1P46	4
AC090825.2	0
RN7SL484P	0
AC090825.1	3
AC084855.1	0
ADAMTS17	2
AC084855.2	0
RNA5SP402	0
AC022710.1	0
SPATA41	0
CERS3-AS1	0
CERS3	1
AC027020.2	40
RNU6-322P	7
PRKXP1	7
AC027020.1	0
LINS1	786
RNU6-181P	1
ASB7	585
AC090695.1	0
AC087762.1	0
AC087762.2	0
AC015712.3	0
AC015712.1	0
AC015712.6	0
AC015712.4	0
AC015712.5	0
ALDH1A3	0
AC015712.7	0
AC015712.2	2
LRRK1	27
AC090907.1	3
AC090907.2	3
AC019254.2	0
AC019254.1	0
CHSY1	976
SELENOS	1142
SNRPA1	1111
AC023024.1	18
PCSK6	499
AC023024.2	1
PCSK6-AS1	1
AC090164.2	0
AC090164.3	0
AC090164.4	0
SNRPCP18	0
AC090164.1	0
LINC02348	0
TM2D3	765
RNU6-807P	4
TARSL2	627
AC027559.1	35
DNM1P47	79
GOLGA8VP	0
RN7SL209P	0
OR4F6	0
OR4F15	0
OR4F14P	0
OR4F13P	0
OR4F28P	0
WBP1LP5	0
AC140725.2	0
OR4F4	0
OR4G2P	0
OR4G6P	1
FAM138E	2
AC140725.1	2
MIR1302-10	0
WASH3P	317
MIR6859-3	1
DDX11L9	0
DDX11L10	0
WASH4P	17
MIR6859-4	10
Z84723.1	6
WASIR2	22
IL9RP3	17
POLR3K	1207
SNRNP25	2494
RHBDF1	82
Z69720.2	0
MPG	1516
NPRL3	319
Z69720.1	2
Z69666.1	0
HBZ	198
HBM	0
HBZP1	0
Z84721.1	0
HBA2	316
HBA1	87
HBQ1	387
Z69706.1	2
LUC7L	1975
Z69890.1	0
FAM234A	443
AC004754.1	1
RGS11	0
ARHGDIG	12
PDIA2	2
AXIN1	2231
MRPL28	3269
TMEM8A	1571
Z97634.1	12
NME4	1705
DECR2	298
AL023881.1	1
RAB11FIP3	329
AL049542.1	0
LINC00235	121
CAPN15	1688
MIR5587	11
MIR3176	5
Z97986.1	0
PRR35	9
PIGQ	687
NHLRC4	170
Z98883.1	0
RAB40C	714
WFIKKN1	30
METTL26	1012
MCRIP2	1536
AL022341.1	0
WDR90	175
AL022341.2	5
RHOT2	3411
RHBDL1	65
Z92544.1	18
Z92544.3	0
STUB1	2915
JMJD8	770
WDR24	490
Z92544.2	6
FBXL16	15
Z97653.2	0
Z97653.1	0
METRN	507
FAM173A	1294
CCDC78	98
HAGHL	858
NARFL	918
MSLN	0
AL031258.1	0
MSLNL	2
MIR662	0
RPUSD1	1075
CHTF18	1637
GNG13	0
PRR25	2
AL031008.1	0
LMF1	45
AL031716.1	0
AL008727.1	1
LMF1-AS1	0
AC009041.4	54
AC009041.2	1
SOX8	1
AC009041.1	0
SSTR5-AS1	0
AC009041.3	0
SSTR5	0
C1QTNF8	0
AL031713.1	0
AL031598.1	0
AC120498.8	0
CACNA1H	7
AC120498.3	0
AC120498.1	0
AC120498.6	0
TPSG1	0
AC120498.10	0
TPSB2	2
TPSAB1	0
TPSD1	0
AC120498.2	0
PRSS29P	0
AC120498.7	0
AC120498.5	0
TPSP2	0
AC120498.4	7
AC120498.9	2
UBE2I	2172
AL031714.1	1
RPS20P2	0
BAIAP3	160
TSR3	936
GNPTG	451
AL031709.1	0
UNKL	849
AL032819.1	0
C16orf91	803
AL032819.3	0
CCDC154	9
AL032819.2	2
CLCN7	1426
AL031600.3	1
AL031600.1	0
AL031600.2	5
RPS3AP2	9
PTX4	1
TELO2	1073
IFT140	345
AL031705.1	1
TMEM204	0
AL031719.1	0
AL031719.2	6
Z97633.1	19
AL133297.1	1
AL133297.2	0
CRAMP1	379
Z97652.1	0
AL031708.1	9
JPT2	4452
AL031009.1	41
MAPK8IP3	1208
AL031710.2	4
AL031710.1	0
MIR3177	0
AL031717.1	0
NME3	811
MRPS34	2546
EME2	705
SPSB3	641
NUBP2	2002
IGFALS	0
HAGH	516
FAHD1	371
MEIOB	3331
AL031722.1	15
LINC00254	0
LINC02124	0
HS3ST6	0
MSRB1	228
RPL3L	11
NDUFB10	2142
RPS2	16236
SNORA10	0
SNORA64	0
AC005363.1	0
SNHG9	162
SNORA78	0
RNF151	0
AC005363.2	3
TBL3	2846
NOXO1	3
GFER	841
AC005606.2	3
SYNGR3	845
AC005606.1	2
ZNF598	1434
NPW	19
RN7SL219P	4
SLC9A3R2	240
NTHL1	638
TSC2	1047
PKD1	1653
MIR1225	0
AC009065.2	1
AC009065.5	7
MIR6511B1	0
AC009065.6	0
AC009065.3	0
MIR4516	0
MIR3180-5	0
RAB26	53
SNHG19	731
SNORD60	0
RF00345	0
TRAF7	2681
CASKIN1	77
MLST8	1187
BRICD5	77
AC009065.7	1
PGP	1102
E4F1	2056
AC009065.1	11
DNASE1L2	85
ECI1	2674
AC009065.8	4
RNPS1	3107
AC009065.4	72
MIR3677	4
MIR940	0
MIR4717	0
ABCA3	927
AC106820.1	0
ABCA17P	27
CCNF	3593
MIR6767	1
AC106820.3	2
AC106820.5	11
TEDC2	932
MIR6768	5
AC106820.2	6
NTN3	0
TBC1D24	591
AC106820.4	25
AC093525.2	0
ATP6V0C	29
AC093525.1	1
AC093525.8	43
AMDHD2	742
CEMP1	1
MIR3178	0
PDPK1	977
AC093525.6	1
AC093525.5	0
AC093525.7	5
AC093525.4	0
AC093525.3	0
AC093525.9	0
AC093525.10	0
AC141586.5	4
AC141586.3	1
AC141586.1	69
PDPK2P	0
AC141586.4	1
AC141586.2	0
ERVK13-1	384
KCTD5	1317
AC092117.2	17
PRSS27	13
SRRM2-AS1	65
SRRM2	1964
ELOB	3739
AC092117.1	112
PRSS33	0
SNORA3C	0
PRSS41	0
PRSS21	1215
EIF1P4	0
ZG16B	44
PRSS30P	12
PRSS22	0
AC003965.2	0
AC003965.1	9
FLYWCH2	555
FLYWCH1	874
RPL23AP86	0
AC004034.1	0
KREMEN2	238
PKMYT1	1753
PAQR4	1046
AC004233.4	16
AC004233.2	2
LINC00514	1
AC004233.1	16
AC004233.3	8
CLDN9	3
CLDN6	6
TNFRSF12A	653
HCFC1R1	99
THOC6	1232
BICDL2	3
AC108134.1	0
MMP25	5
MMP25-AS1	17
IL32	1
RNU1-125P	0
AC108134.3	1
RNU1-22P	0
ZSCAN10	1
AC108134.4	3
ZNF213-AS1	161
ZNF205	302
ZNF213	105
CASP16P	0
AC108134.2	64
AJ003147.1	0
AJ003147.2	3
OR1F1	0
OR1F2P	0
ZNF200	685
MEFV	1
LINC00921	21
ZNF263	1886
AJ003147.3	15
AC004232.3	11
TIGD7	448
ZNF75A	631
AC004232.2	0
AC004232.1	0
AC025283.1	0
OR2C1	2
AC025283.3	0
MTCO1P28	0
MTND1P8	0
MTRNR2L4	2
ZSCAN32	784
AC025283.2	1
ZNF174	313
ZNF597	50
NAA60	186
AC004224.2	0
MIR6126	0
C16orf90	0
AC004224.1	0
CLUAP1	223
AC004494.2	0
NLRC3	2
AC004494.1	4
AC006111.1	0
SLX4	370
DNASE1	742
AC006111.2	36
TRAP1	6211
AC006111.3	0
CREBBP	466
AC007151.1	0
AC005736.2	0
AC005736.1	0
ADCY9	15
AC005736.3	0
